R_fighter,B_fighter,date,location,Winner,title_bout,weight_class,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Carls John De Tomas,Alex Perez,2017-12-09,"Fresno, California, USA",Blue,0,Bantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,165.1,125,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,165.1,180.34,125,25,21
Antonio Braga Neto,Trevin Giles,2017-12-09,"Fresno, California, USA",Blue,0,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,182.88,187.96,185,0,1,0,1,1,0,0,0,0,0,1,0,Orthodox,190.5,195.58,185,25,30
Henry Cejudo,Sergio Pettis,2017-12-02,"Detroit, Michigan, USA",Red,0,Flyweight,0,1,0,7,2,0,0,0,7,0,0,0,Orthodox,167.64000000000001,175.26,125,1,4,0,5,2,0,0,1,3,1,0,0,Orthodox,162.56,162.56,135,24,30
David Teymur,Drakkar Klose,2017-12-02,"Detroit, Michigan, USA",Red,0,Lightweight,0,2,0,2,0,0,0,1,1,0,0,0,Orthodox,175.26,177.8,155,0,3,0,3,0,0,0,0,1,2,0,0,Southpaw,175.26,185.42000000000002,155,29,28
Alistair Overeem,Francis Ngannou,2017-12-02,"Detroit, Michigan, USA",Blue,0,Heavyweight,0,5,0,5,0,0,0,0,0,3,1,1,Orthodox,193.04,210.82,250,1,1,0,8,4,0,1,0,2,5,0,0,Orthodox,193.04,203.2,265,31,37
Tecia Torres,Michelle Waterson,2017-12-02,"Detroit, Michigan, USA",Red,0,WomenStrawweight,0,2,0,2,1,0,0,0,0,0,2,0,Orthodox,160.02,157.48,115,0,3,0,5,1,0,0,0,4,0,1,0,Orthodox,154.94,152.4,115,31,28
Max Holloway,Jose Aldo,2017-12-02,"Detroit, Michigan, USA",Red,1,Featherweight,10,7,0,8,2,0,0,0,6,2,0,0,Orthodox,170.18,177.8,135,2,0,1,14,3,0,0,1,4,7,2,0,Orthodox,180.34,175.26,145,31,25
Charles Oliveira,Paul Felder,2017-12-02,"Detroit, Michigan, USA",Blue,0,Lightweight,0,2,0,6,3,0,0,1,1,3,1,0,Orthodox,180.34,177.8,155,0,2,0,10,8,0,0,0,1,0,9,0,Orthodox,177.8,187.96,155,33,28
Alex Oliveira,Yancy Medeiros,2017-12-02,"Detroit, Michigan, USA",Blue,0,Welterweight,0,0,3,5,5,0,0,1,0,1,3,0,Orthodox,177.8,190.5,155,0,0,1,7,3,0,0,0,2,3,2,0,Orthodox,180.34,193.04,170,30,29
Eddie Alvarez,Justin Gaethje,2017-12-02,"Detroit, Michigan, USA",Red,0,Lightweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,180.34,177.8,155,2,0,1,3,3,0,0,2,0,1,0,0,Orthodox,175.26,175.26,155,29,33
Sabah Homasi,Abdul Razak Alhassan,2017-12-02,"Detroit, Michigan, USA",Blue,0,Welterweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,177.8,185.42000000000002,170,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,32,29
Jeremy Kimball,Dominick Reyes,2017-12-02,"Detroit, Michigan, USA",Blue,0,LightHeavyweight,0,1,0,1,0,0,0,0,0,1,0,0,Southpaw,193.04,195.58,205,0,0,1,1,1,0,0,0,0,1,0,0,Switch,182.88,182.88,205,27,26
Justin Willis,Allen Crowder,2017-12-02,"Detroit, Michigan, USA",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,245,0,1,0,1,0,0,0,0,1,0,0,0,Southpaw,185.42,198.12,264,28,30
Amanda Cooper,Angela Magana,2017-12-02,"Detroit, Michigan, USA",Red,0,WomenStrawweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,1,0,1,1,2,0,0,0,1,0,0,0,Switch,160.02,162.56,115,34,26
Felice Herrig,Cortney Casey,2017-12-02,"Detroit, Michigan, USA",Red,0,WomenStrawweight,0,0,2,3,3,0,0,0,1,1,1,0,Orthodox,170.18,170.18,125,0,1,0,4,1,0,0,0,2,0,2,0,Orthodox,162.56,165.1,115,30,33
Eric Spicely,Gerald Meerschaert,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,Middleweight,0,2,0,2,1,0,0,0,0,0,2,0,Southpaw,185.42,195.58,185,0,0,1,2,2,0,0,0,0,0,2,0,Orthodox,185.42,185.42000000000002,185,29,31
Barb Honchak,Lauren Murphy,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,WomenFlyweight,0,0,2,1,3,0,0,0,0,1,0,0,Orthodox,165.1,170.18,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,34,38
Christina Marks,Montana De La Rosa,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,22,32
Andrew Sanchez,Ryan Janes,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,Middleweight,0,1,0,1,2,0,0,0,1,0,0,0,Orthodox,190.5,193.04,185,1,2,0,2,1,0,0,0,2,0,0,0,Orthodox,185.42,187.96,185,36,29
DeAnna Bennett,Melinda Fabian,2017-12-01,"Las Vegas, Nevada, USA",Draw,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,,167.64000000000001,167.64000000000001,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,125,30,33
Nicco Montano,Roxanne Modafferi,2017-12-01,"Las Vegas, Nevada, USA",Red,1,WomenFlyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,135,35,28
Sean O'Malley,Terrion Ware,2017-12-01,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,182.88,135,31,23
Joe Soto,Brett Johns,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,2,0,2,0,0,0,0,2,0,0,0,Orthodox,170.18,180.34,135,1,0,3,3,3,0,0,0,1,0,2,0,Orthodox,167.64000000000001,165.1,135,25,30
Ariel Beck,Shana Dobson,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,175.26,125,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64000000000001,167.64000000000001,125,28,27
Karine Gevorgyan,Rachael Ostovich,2017-12-01,"Las Vegas, Nevada, USA",Blue,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,125,0,0,0,0,0,0,0,0,0,0,0,0,,162.56,160.02,125,26,28
Gillian Robertson,Emily Whitmire,2017-12-01,"Las Vegas, Nevada, USA",Red,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,125,26,22
Muslim Salikhov,Alex Garcia,2017-11-25,"Shanghai, Hebei, China",Blue,0,Welterweight,0,2,0,4,3,0,0,1,1,2,0,0,Orthodox,175.26,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,30,33
Michael Bisping,Kelvin Gastelum,2017-11-25,"Shanghai, Hebei, China",Blue,0,Middleweight,1,5,0,8,4,0,0,2,2,2,2,0,Southpaw,175.26,180.34,185,4,4,0,20,8,0,0,2,8,10,0,0,Orthodox,185.42,190.5,185,26,38
Song Yadong,Bharat Kandare,2017-11-25,"Shanghai, Hebei, China",Red,0,Featherweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,145,30,19
Zabit Magomedsharipov,Sheymon Moraes,2017-11-25,"Shanghai, Hebei, China",Red,0,Featherweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,185.42,185.42000000000002,145,27,26
Kailin Curran,Yan Xiaonan,2017-11-25,"Shanghai, Hebei, China",Blue,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,0,0,2,1,5,0,0,0,0,0,1,0,Orthodox,162.56,165.1,115,28,26
Song Kenan,Bobby Nash,2017-11-25,"Shanghai, Hebei, China",Red,0,Welterweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,180.34,170,27,27
Li Jingliang,Zak Ottow,2017-11-25,"Shanghai, Hebei, China",Red,0,Welterweight,0,1,0,2,1,0,0,2,0,0,0,0,Orthodox,180.34,182.88,170,0,1,0,5,2,0,0,1,1,3,0,0,Orthodox,182.88,180.34,170,30,29
Wang Guan,Alex Caceres,2017-11-25,"Shanghai, Hebei, China",Red,0,Featherweight,0,0,2,8,9,0,0,2,3,0,2,1,Southpaw,177.8,185.42000000000002,145,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,145,29,31
Wu Yanan,Gina Mazany,2017-11-25,"Shanghai, Hebei, China",Blue,0,WomenBantamweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,167.64000000000001,172.72,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64000000000001,125,29,21
Cyril Asker,Hu Yaozong,2017-11-25,"Shanghai, Hebei, China",Red,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,0,0,1,1,2,0,0,0,0,1,0,0,Orthodox,182.88,187.96,247,22,31
Chase Sherman,Shamil Abdurakhimov,2017-11-25,"Shanghai, Hebei, China",Blue,0,Heavyweight,0,0,1,2,2,0,0,1,1,0,0,0,Orthodox,190.5,193.04,235,0,0,2,2,2,0,0,0,1,1,0,0,Orthodox,193.04,198.12,250,36,28
Wuliji Buren,Rolando Dy,2017-11-25,"Shanghai, Hebei, China",Blue,0,Featherweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,27,28
Elias Theodorou,Daniel Kelly,2017-11-18,"Sydney, New South Wales, Australia",Red,0,Middleweight,0,2,0,6,2,0,0,1,3,1,1,0,Southpaw,182.88,177.8,185,1,3,0,5,2,0,0,0,3,2,0,0,Orthodox,185.42,190.5,185,40,29
Bec Rawlings,Jessica-Rose Clark,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,0,0,1,2,3,0,0,0,1,0,1,0,Orthodox,167.64000000000001,162.56,125,29,28
Jake Matthews,Bojan Velickovic,2017-11-18,"Sydney, New South Wales, Australia",Red,0,Welterweight,0,1,0,2,3,0,0,0,1,1,0,0,Southpaw,182.88,193.04,170,0,2,0,4,3,0,0,0,0,0,3,1,Orthodox,180.34,185.42000000000002,170,28,23
Tim Means,Belal Muhammad,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,Welterweight,0,0,1,3,2,0,0,0,2,1,0,0,Orthodox,180.34,182.88,170,0,2,0,9,6,0,0,1,3,4,1,0,Orthodox,187.96,190.5,170,29,33
Alexander Volkanovski,Shane Young,2017-11-18,"Sydney, New South Wales, Australia",Red,0,CatchWeight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,145,0,2,0,2,0,0,0,0,1,1,0,0,Orthodox,167.64000000000001,180.34,145,24,29
Ryan Benoit,Ashkan Mokhtarian,2017-11-18,"Sydney, New South Wales, Australia",Red,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,167.64000000000001,170.18,125,0,0,1,2,3,0,0,1,0,1,0,0,Orthodox,165.1,172.72,125,32,28
Fabricio Werdum,Marcin Tybura,2017-11-18,"Sydney, New South Wales, Australia",Red,0,Heavyweight,0,0,1,3,1,0,0,0,1,2,0,0,Orthodox,190.5,198.12,249,3,0,1,10,4,0,0,0,3,4,3,0,Orthodox,193.04,195.58,231,32,40
Nik Lentz,Will Brooks,2017-11-18,"Sydney, New South Wales, Australia",Red,0,Lightweight,0,1,0,1,2,0,0,0,1,0,0,0,Orthodox,177.8,182.88,155,0,1,0,11,7,0,0,2,6,2,1,0,Orthodox,172.72,172.72,145,31,33
Rashad Coulter,Tai Tuivasa,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,264,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,24,35
Damien Brown,Frank Camacho,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,Lightweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185.42000000000002,170,0,0,1,2,2,0,0,1,0,1,0,0,Orthodox,177.8,172.72,155,28,32
Jenel Lausa,Eric Shelton,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,Flyweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,167.64000000000001,172.72,125,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,165.1,172.72,125,26,29
Anthony Hamilton,Adam Wieczorek,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,Heavyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.57999999999998,205.74,250,0,0,1,3,6,0,0,0,1,2,0,0,Orthodox,195.57999999999998,193.04,260,25,37
Alex Chambers,Nadia Kassem,2017-11-18,"Sydney, New South Wales, Australia",Blue,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,167.64000000000001,125,0,0,1,1,2,0,0,0,0,0,1,0,Southpaw,160.02,160.02,115,22,39
John Dodson,Marlon Moraes,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Bantamweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,167.64000000000001,170.18,135,3,3,0,8,3,0,0,0,3,4,0,1,Orthodox,160.02,167.64000000000001,135,29,33
Raphael Assuncao,Matthew Lopez,2017-11-11,"Norfolk, Virginia, USA",Red,0,Bantamweight,0,0,1,2,1,0,0,0,1,1,0,0,Southpaw,170.18,175.26,135,0,0,1,9,2,0,0,3,4,1,1,0,Orthodox,165.1,167.64000000000001,135,30,35
Nate Marquardt,Cezar Ferreira,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Middleweight,1,3,0,7,4,0,0,1,4,0,2,0,Southpaw,185.42,198.12,185,1,4,0,13,11,0,0,0,4,6,3,0,Orthodox,182.88,187.96,185,32,38
Matt Brown,Diego Sanchez,2017-11-11,"Norfolk, Virginia, USA",Red,0,Welterweight,2,6,0,16,10,0,0,3,8,5,0,0,Southpaw,177.8,182.88,170,0,1,0,13,10,0,0,0,2,9,2,0,Orthodox,182.88,190.5,170,35,36
Tatiana Suarez,Viviane Pereira,2017-11-11,"Norfolk, Virginia, USA",Red,0,WomenStrawweight,0,2,0,2,0,0,0,1,1,0,0,0,Orthodox,154.94,160.02,115,1,1,0,1,0,0,0,0,0,0,1,0,Southpaw,165.1,167.64000000000001,115,24,26
Dustin Poirier,Anthony Pettis,2017-11-11,"Norfolk, Virginia, USA",Red,0,Lightweight,4,0,1,7,5,0,0,1,1,2,3,0,Orthodox,177.8,182.88,155,0,4,0,13,5,0,1,0,4,5,3,0,Southpaw,175.26,182.88,155,30,28
Joe Lauzon,Clay Guida,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Lightweight,0,1,0,13,11,0,0,3,5,1,4,0,Orthodox,170.18,177.8,155,0,3,0,14,10,0,0,1,1,4,7,1,Orthodox,177.8,180.34,155,35,33
Junior Albini,Andrei Arlovski,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Heavyweight,5,1,0,14,9,0,0,1,2,9,2,0,Orthodox,190.5,195.58,240,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,190.5,187.96,264,38,26
Darren Stewart,Karl Roberson,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,185,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,27,26
Angela Hill,Nina Ansaroff,2017-11-11,"Norfolk, Virginia, USA",Blue,0,WomenStrawweight,0,0,2,1,2,0,0,0,0,0,1,0,Orthodox,165.1,162.56,115,0,1,0,2,3,0,0,0,2,0,0,0,Orthodox,160.02,162.56,115,31,32
Sage Northcutt,Michel Quinones,2017-11-11,"Norfolk, Virginia, USA",Red,0,Lightweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185.42000000000002,155,0,2,0,3,2,0,0,0,1,1,1,0,Orthodox,182.88,180.34,170,32,21
Court McGee,Sean Strickland,2017-11-11,"Norfolk, Virginia, USA",Blue,0,Welterweight,0,2,0,5,2,0,0,2,1,1,1,0,Orthodox,185.42,193.04,185,1,3,0,7,5,0,0,1,4,0,2,0,Orthodox,180.34,190.5,170,26,32
Jake Collier,Marcel Fortuna,2017-11-11,"Norfolk, Virginia, USA",Red,0,LightHeavyweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,185.42,187.96,205,0,0,1,2,3,0,0,1,0,1,0,0,Orthodox,190.5,198.12,230,32,29
Joanna Jedrzejczyk,Rose Namajunas,2017-11-04,"New York City, New York, USA",Blue,1,WomenStrawweight,1,0,1,4,2,0,0,0,1,0,3,0,Orthodox,165.1,165.1,115,6,8,0,8,0,0,0,1,5,2,0,0,Orthodox,167.64000000000001,165.1,115,25,30
Ovince Saint Preux,Corey Anderson,2017-11-04,"New York City, New York, USA",Red,0,LightHeavyweight,1,2,0,6,3,0,0,0,4,2,0,0,Orthodox,190.5,200.66,205,1,4,0,9,5,0,1,0,1,4,3,0,Southpaw,190.5,203.2,205,28,34
Walt Harris,Mark Godbeer,2017-11-04,"New York City, New York, USA",Blue,0,Heavyweight,0,0,1,1,1,0,0,0,1,0,0,0,Orthodox,193.04,195.58,240,0,0,3,3,5,0,0,0,0,3,0,0,Southpaw,195.57999999999998,195.58,250,33,34
Johny Hendricks,Paulo Costa,2017-11-04,"New York City, New York, USA",Blue,0,Middleweight,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,185.42,182.88,185,3,4,0,13,7,0,1,2,5,5,0,0,Southpaw,175.26,175.26,185,26,34
Cody Garbrandt,TJ Dillashaw,2017-11-04,"New York City, New York, USA",Blue,1,Bantamweight,5,0,1,10,3,0,0,0,4,5,1,0,Orthodox,167.64000000000001,170.18,125,1,6,0,6,0,0,0,0,2,4,0,0,Orthodox,172.72,165.1,135,31,26
James Vick,Joe Duffy,2017-11-04,"New York City, New York, USA",Red,0,Lightweight,0,2,0,4,1,0,0,0,1,1,2,0,Orthodox,177.8,185.42000000000002,155,0,5,0,7,1,0,0,0,3,1,3,0,Orthodox,190.5,193.04,155,29,30
Stephen Thompson,Jorge Masvidal,2017-11-04,"New York City, New York, USA",Red,0,Welterweight,0,2,0,9,5,0,0,0,5,3,1,0,Orthodox,180.34,187.96,170,2,1,0,8,3,0,0,0,3,5,0,0,Orthodox,182.88,190.5,170,32,34
Michael Bisping,Georges St-Pierre,2017-11-04,"New York City, New York, USA",Blue,1,Middleweight,14,2,0,19,2,0,0,2,10,5,2,0,Orthodox,180.34,193.04,185,3,4,0,20,7,0,0,2,8,10,0,0,Orthodox,185.42,190.5,185,36,38
Aleksei Oleinik,Curtis Blaydes,2017-11-04,"New York City, New York, USA",Blue,0,Heavyweight,0,0,1,2,2,0,0,0,1,1,0,0,Orthodox,193.04,203.2,265,0,2,0,4,1,0,0,0,0,1,3,0,Orthodox,187.96,203.2,240,26,40
Randy Brown,Mickey Gall,2017-11-04,"New York City, New York, USA",Red,0,Welterweight,0,3,0,3,0,0,0,0,0,0,3,0,Switch,187.96,187.96,170,0,1,0,3,2,0,0,0,1,1,1,0,Orthodox,190.5,198.12,170,25,27
Aiemann Zahabi,Ricardo Ramos,2017-11-04,"New York City, New York, USA",Blue,0,Bantamweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,175.26,182.88,145,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,172.72,172.72,135,22,29
Thiago Santos,Jack Hermansson,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Middleweight,0,1,0,3,1,0,0,0,1,2,0,0,Orthodox,185.42,195.58,185,0,0,1,7,4,0,0,0,1,6,0,0,Orthodox,187.96,193.04,205,29,33
Francisco Trinaldo,Jim Miller,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Lightweight,0,2,0,17,10,0,0,2,6,3,6,0,Southpaw,172.72,180.34,155,0,1,0,11,4,0,0,1,5,2,2,1,Southpaw,175.26,177.8,155,34,39
Antonio Carlos Junior,Jack Marshman,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Middleweight,0,1,0,2,1,0,0,0,1,1,0,0,Orthodox,182.88,185.42000000000002,185,1,1,0,5,3,0,0,0,2,0,3,0,Orthodox,187.96,200.66,185,27,27
Vicente Luque,Niko Price,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Welterweight,0,1,0,2,1,0,0,0,0,1,1,0,Orthodox,182.88,193.04,170,0,0,1,4,2,0,0,0,0,2,2,0,Orthodox,180.34,190.5,170,28,25
Derek Brunson,Lyoto Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Middleweight,5,8,0,14,7,0,0,1,6,6,1,0,Southpaw,185.42,187.96,185,0,2,0,8,3,0,0,0,2,5,1,0,Southpaw,185.42,195.58,185,39,33
Pedro Munhoz,Rob Font,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Bantamweight,0,2,0,4,1,0,0,0,0,3,1,0,Orthodox,172.72,180.34,135,0,0,1,4,3,0,0,0,1,1,2,0,Orthodox,167.64000000000001,165.1,135,30,31
Demian Maia,Colby Covington,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Blue,0,Welterweight,0,3,0,7,1,0,0,0,3,2,2,0,Orthodox,180.34,182.88,170,2,5,0,19,7,0,0,1,8,1,9,0,Southpaw,185.42,182.88,170,29,39
John Lineker,Marlon Vera,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Bantamweight,0,0,1,4,2,0,0,0,1,1,2,0,Switch,172.72,177.8,135,0,0,1,10,3,0,0,1,3,5,1,0,Orthodox,160.02,170.18,135,24,27
Hacran Dias,Jared Gordon,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Blue,0,Lightweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,175.26,172.72,145,0,1,0,3,4,0,0,1,2,0,0,0,Orthodox,172.72,175.26,155,29,33
Deiveson Figueiredo,Jarred Brooks,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Flyweight,0,1,0,1,0,0,0,1,0,0,0,0,Switch,160.02,157.48,125,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,165.1,172.72,125,24,29
Elizeu Zaleski dos Santos,Max Griffin,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Welterweight,0,0,1,1,1,0,0,0,0,1,0,0,Orthodox,180.34,193.04,170,0,0,1,3,1,0,0,1,1,1,0,0,Orthodox,180.34,185.42000000000002,170,31,30
Marcelo Golm,Christian Colombo,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,0,Heavyweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,195.57999999999998,,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,249,37,25
Jan Blachowicz,Devin Clark,2017-10-21,"Gdansk, Poland",Red,0,LightHeavyweight,0,0,1,2,1,0,0,0,2,0,0,0,Orthodox,182.88,190.5,205,0,1,0,2,4,0,0,0,1,1,0,0,Orthodox,187.96,198.12,205,27,34
Artem Lobov,Andre Fili,2017-10-21,"Gdansk, Poland",Blue,0,Featherweight,0,1,0,4,4,0,0,0,2,2,0,0,Orthodox,180.34,187.96,145,1,0,2,2,3,0,0,0,2,0,0,0,Southpaw,175.26,165.1,145,27,31
Karolina Kowalkiewicz,Jodie Esquibel,2017-10-21,"Gdansk, Poland",Red,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,1,3,0,3,2,0,0,1,2,0,0,0,Orthodox,160.02,162.56,115,31,32
Donald Cerrone,Darren Till,2017-10-21,"Gdansk, Poland",Blue,0,Welterweight,0,1,0,3,1,0,0,0,2,1,0,0,Southpaw,182.88,187.96,185,1,4,0,19,6,0,0,0,6,8,5,0,Orthodox,185.42,185.42000000000002,155,24,34
Sam Alvey,Ramazan Emeev,2017-10-21,"Gdansk, Poland",Blue,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,170,0,0,1,8,4,0,0,1,2,4,1,0,Southpaw,187.96,190.5,205,30,31
Oskar Piechota,Jonathan Wilson,2017-10-21,"Gdansk, Poland",Red,0,Middleweight,0,1,0,1,2,0,0,0,0,1,0,0,Southpaw,187.96,190.5,205,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,185,30,27
Damian Stasiak,Brian Kelleher,2017-10-21,"Gdansk, Poland",Blue,0,Bantamweight,0,1,0,1,1,0,0,0,0,0,1,0,Switch,167.64000000000001,167.64000000000001,145,0,0,1,2,2,0,0,0,0,0,2,0,Orthodox,165.1,177.8,135,31,27
Marcin Held,Nasrat Haqparast,2017-10-21,"Gdansk, Poland",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,0,0,3,0,3,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,22,25
Salim Touahri,Warlley Alves,2017-10-21,"Gdansk, Poland",Blue,0,Welterweight,1,4,0,4,2,0,0,0,1,0,3,0,Orthodox,180.34,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,26,28
Felipe Arantes,Josh Emmett,2017-10-21,"Gdansk, Poland",Blue,0,Featherweight,0,2,0,2,1,0,0,1,1,0,0,0,Orthodox,167.64000000000001,177.8,145,0,0,1,5,5,0,0,0,2,1,2,0,Orthodox,172.72,185.42000000000002,135,32,29
Lina Lansberg,Aspen Ladd,2017-10-21,"Gdansk, Poland",Blue,0,WomenBantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,167.64000000000001,135,0,0,1,1,1,0,0,0,1,0,0,0,Orthodox,170.18,165.1,135,22,35
Mara Romero Borella,Kalindra Faria,2017-10-07,"Las Vegas, Nevada, USA",Red,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,175.26,125,31,31
